Invoice No,Invoice Date,Supplier Name,Product Name,Batch No,Expiry,MRP,Purchase Rate,Quantity,Discount,GST%,Rate A,Rate B,Rate C
INV0059,2024-01-01,MediSupply Co,Aspirin 75mg,BATCH5397,08/2027,263.54,395.02,228,32.02,5,94.27,438.06,314.48
INV0059,2024-03-31,MediSupply Co,Paracetamol 500mg,BATCH4779,05/2028,390.21,125.23,443,10.88,5,352.68,152.42,370.14
INV0059,2024-03-18,MediSupply Co,Cetirizine 10mg,BATCH7188,08/2028,214.46,281.19,334,34.37,18,205.76,362.28,275.04
INV0059,2024-04-08,ABC Pharma,Amoxicillin 250mg,BATCH4472,02/2027,63.11,266.82,227,3.89,5,267.94,466.42,204.22
INV0059,2024-06-19,MediSupply Co,Amoxicillin 250mg,BATCH8253,11/2027,255.22,141.24,322,37.49,18,268.89,171.4,148.04
INV0060,2024-09-27,Global Drugs,Vitamin D3 1000IU,BATCH3462,04/2027,301.73,236.17,285,13.65,5,367.77,208.2,178.89
INV0060,2024-06-08,ABC Pharma,Amoxicillin 250mg,BATCH6724,06/2028,139.86,388.41,196,20.81,18,192.17,159.91,333.8
INV0060,2024-06-13,XYZ Medical,Paracetamol 500mg,BATCH7134,02/2027,286.04,168.07,288,39.73,18,186.34,304.57,322.35
INV0060,2024-10-19,ABC Pharma,Omeprazole 20mg,BATCH7805,04/2027,469.98,201.42,469,20.04,5,41.67,56.62,97.68
INV0060,2024-02-18,XYZ Medical,Calcium 500mg,BATCH2481,10/2028,218.17,139.94,245,2.84,5,342.16,93.26,241.61
INV0060,2024-05-21,Global Drugs,Vitamin D3 1000IU,BATCH6331,09/2028,419.8,51.63,172,10.53,12,351.74,148.85,264.61
INV0060,2024-05-25,ABC Pharma,Metformin 500mg,BATCH3080,12/2027,405.57,210.87,147,17.95,5,274.87,335.1,279.53
INV0060,2024-08-11,ABC Pharma,Paracetamol 500mg,BATCH4514,08/2027,428.15,232.8,57,33.9,12,324.81,111.54,70.49
INV0060,2024-03-08,MediSupply Co,Amoxicillin 250mg,BATCH2470,11/2026,442.27,244.59,329,22.2,5,164.32,123.1,230.7
INV0060,2024-06-17,MediSupply Co,Cetirizine 10mg,BATCH3388,10/2028,189.71,365.32,427,6.55,12,442.2,452.67,345.7
INV0061,2024-03-03,HealthCare Ltd,Metformin 500mg,BATCH9954,03/2027,358.5,196.07,287,26.85,12,449.22,411.56,450.06
INV0061,2024-11-10,Global Drugs,Omeprazole 20mg,BATCH2527,04/2027,135.26,312.08,102,43.42,18,167.59,191.93,152.2
INV0061,2024-03-18,HealthCare Ltd,Vitamin D3 1000IU,BATCH5964,02/2028,487.55,281.83,474,40.55,12,249.0,475.87,136.29
INV0061,2024-10-26,Global Drugs,Vitamin D3 1000IU,BATCH5606,08/2027,489.84,368.13,231,7.57,18,222.29,323.87,313.47
INV0061,2024-05-26,XYZ Medical,Azithromycin 500mg,BATCH7682,01/2028,82.08,383.45,244,9.9,5,332.84,384.99,172.2
INV0061,2024-09-25,ABC Pharma,Ibuprofen 400mg,BATCH9247,07/2028,141.69,312.66,131,41.19,5,423.89,65.55,76.0
INV0061,2024-11-24,MediSupply Co,Azithromycin 500mg,BATCH2730,01/2027,439.24,290.94,86,41.49,18,408.89,293.15,361.77
INV0061,2024-04-17,XYZ Medical,Amoxicillin 250mg,BATCH8159,01/2028,144.11,310.45,15,17.56,5,58.13,280.3,262.15
INV0061,2024-02-01,Global Drugs,Aspirin 75mg,BATCH4851,09/2027,231.81,59.52,184,7.91,18,331.96,169.41,57.37
INV0061,2024-10-24,HealthCare Ltd,Azithromycin 500mg,BATCH5139,10/2028,258.12,42.19,362,29.85,5,426.85,178.04,74.2
INV0062,2024-07-19,XYZ Medical,Azithromycin 500mg,BATCH9993,09/2028,165.55,216.31,301,48.17,5,73.1,76.8,108.51
INV0062,2024-08-04,XYZ Medical,Paracetamol 500mg,BATCH1049,04/2028,119.57,165.33,144,38.0,5,72.45,114.08,288.74
INV0062,2024-01-19,ABC Pharma,Metformin 500mg,BATCH2901,03/2027,232.36,295.88,424,48.52,5,229.15,231.46,233.75
INV0062,2024-09-21,MediSupply Co,Aspirin 75mg,BATCH6211,08/2028,319.91,387.8,455,27.41,18,405.94,294.77,238.39
INV0062,2024-03-13,HealthCare Ltd,Vitamin D3 1000IU,BATCH5446,04/2028,480.56,328.09,161,27.25,18,235.06,453.04,390.06
INV0062,2024-03-12,Global Drugs,Omeprazole 20mg,BATCH1532,05/2027,175.91,262.62,66,27.64,5,66.44,161.38,93.9
INV0062,2024-11-01,MediSupply Co,Omeprazole 20mg,BATCH3659,03/2028,409.07,213.61,173,20.1,5,222.71,445.56,95.95
INV0062,2024-12-12,Global Drugs,Amoxicillin 250mg,BATCH1450,03/2027,458.31,324.02,403,0.43,18,298.04,238.24,398.94
INV0062,2024-02-05,Global Drugs,Amoxicillin 250mg,BATCH6632,07/2028,459.62,243.61,180,47.07,18,146.05,144.4,226.76
INV0062,2024-08-11,Global Drugs,Metformin 500mg,BATCH6819,09/2028,61.87,238.24,81,12.93,18,292.95,91.67,250.43
INV0063,2024-03-03,ABC Pharma,Metformin 500mg,BATCH9457,11/2027,247.63,329.97,361,37.72,5,45.32,471.41,252.75
INV0063,2024-10-09,MediSupply Co,Ibuprofen 400mg,BATCH6719,07/2028,248.37,318.3,229,14.48,12,411.56,478.9,218.33
INV0063,2024-03-14,HealthCare Ltd,Aspirin 75mg,BATCH9068,04/2027,337.68,140.59,352,29.76,12,278.54,125.1,166.9
INV0063,2024-06-03,MediSupply Co,Amoxicillin 250mg,BATCH9369,03/2027,180.23,202.86,416,47.5,5,64.23,115.17,108.56
INV0063,2024-10-14,Global Drugs,Ibuprofen 400mg,BATCH5139,02/2027,375.15,102.64,286,25.98,18,331.75,465.97,69.51
INV0063,2024-07-03,Global Drugs,Vitamin D3 1000IU,BATCH8387,06/2028,159.83,33.38,464,42.66,18,68.14,234.96,405.36
INV0063,2024-12-19,ABC Pharma,Calcium 500mg,BATCH9035,03/2027,414.36,125.56,371,9.46,5,286.13,219.08,192.69
INV0063,2024-04-30,HealthCare Ltd,Omeprazole 20mg,BATCH9259,01/2027,350.6,268.77,77,29.06,12,306.93,231.13,108.94
INV0063,2024-02-20,HealthCare Ltd,Ibuprofen 400mg,BATCH3988,05/2027,325.64,195.21,180,30.78,18,372.82,389.81,218.78
INV0063,2024-05-02,ABC Pharma,Paracetamol 500mg,BATCH3012,09/2027,274.14,370.49,451,39.95,18,277.87,169.21,495.82
INV0064,2024-01-27,ABC Pharma,Cetirizine 10mg,BATCH9324,04/2027,219.38,82.24,458,15.03,18,122.76,215.41,469.22
INV0064,2024-05-28,Global Drugs,Paracetamol 500mg,BATCH7944,05/2027,453.82,391.19,453,33.63,18,435.11,88.74,79.93
INV0064,2024-09-05,XYZ Medical,Ibuprofen 400mg,BATCH2076,07/2028,368.45,244.97,140,12.58,18,351.82,418.24,52.73
INV0064,2024-05-26,Global Drugs,Metformin 500mg,BATCH7373,08/2028,337.78,208.5,105,6.76,18,393.9,224.75,377.2
INV0064,2024-08-14,MediSupply Co,Omeprazole 20mg,BATCH5460,05/2028,114.42,178.17,484,16.18,5,151.31,311.66,376.52
INV0064,2024-09-18,ABC Pharma,Calcium 500mg,BATCH5203,06/2027,265.42,98.21,315,7.73,18,295.22,102.72,85.66
INV0064,2024-02-03,ABC Pharma,Paracetamol 500mg,BATCH7254,12/2027,342.41,175.34,359,43.02,5,159.71,64.82,472.21
INV0064,2024-06-02,Global Drugs,Cetirizine 10mg,BATCH9661,04/2027,441.54,185.06,115,27.46,5,369.69,381.45,312.67
INV0064,2024-03-02,XYZ Medical,Azithromycin 500mg,BATCH8364,12/2027,385.2,398.66,54,48.3,18,187.48,331.54,479.89
INV0064,2024-10-20,Global Drugs,Metformin 500mg,BATCH4709,11/2027,63.0,294.88,145,12.66,18,49.75,299.72,405.06
INV0065,2024-07-30,Global Drugs,Vitamin D3 1000IU,BATCH9082,10/2028,344.01,290.08,393,5.43,5,397.26,237.99,302.95
INV0065,2024-06-21,HealthCare Ltd,Ibuprofen 400mg,BATCH6182,08/2027,121.89,60.48,137,20.81,5,397.4,388.22,110.46
INV0065,2024-06-18,HealthCare Ltd,Calcium 500mg,BATCH7187,11/2027,203.98,338.31,231,3.13,18,233.27,300.04,71.58
INV0065,2024-12-15,HealthCare Ltd,Azithromycin 500mg,BATCH7390,11/2027,232.62,147.42,35,44.39,5,444.84,437.94,139.9
INV0065,2024-10-22,MediSupply Co,Calcium 500mg,BATCH8166,06/2027,155.68,342.61,416,49.97,12,395.35,144.85,490.27
INV0065,2024-04-10,ABC Pharma,Azithromycin 500mg,BATCH9899,10/2027,416.87,392.54,460,0.49,5,64.45,220.93,350.87
INV0065,2024-02-12,HealthCare Ltd,Aspirin 75mg,BATCH9285,07/2027,273.03,55.67,22,22.55,12,312.55,196.27,390.71
INV0065,2024-01-30,MediSupply Co,Azithromycin 500mg,BATCH8922,07/2028,305.35,74.96,229,31.16,12,275.62,232.39,347.0
INV0065,2024-01-10,ABC Pharma,Omeprazole 20mg,BATCH3241,01/2028,111.61,149.15,445,26.97,12,407.85,251.7,76.75
INV0065,2024-01-09,XYZ Medical,Cetirizine 10mg,BATCH1142,08/2027,167.26,228.44,485,39.27,5,393.39,360.65,489.09
INV0066,2024-05-16,Global Drugs,Metformin 500mg,BATCH9351,12/2026,441.42,161.21,99,29.75,5,74.0,325.26,494.16
INV0066,2024-08-09,Global Drugs,Amoxicillin 250mg,BATCH3787,11/2026,459.24,170.5,197,38.59,5,92.82,101.27,121.49
INV0066,2024-09-21,XYZ Medical,Paracetamol 500mg,BATCH3483,12/2027,273.44,214.19,291,48.84,12,176.77,242.33,290.59
INV0066,2024-08-19,Global Drugs,Metformin 500mg,BATCH8170,01/2028,407.96,99.92,120,12.81,18,365.4,153.78,136.15
INV0066,2024-12-14,HealthCare Ltd,Omeprazole 20mg,BATCH5941,09/2027,265.88,262.69,395,30.81,12,441.91,357.31,457.74
INV0066,2024-02-26,MediSupply Co,Cetirizine 10mg,BATCH6619,08/2028,440.48,192.38,329,29.35,18,264.09,126.17,445.18
INV0066,2024-01-25,MediSupply Co,Ibuprofen 400mg,BATCH3483,10/2028,222.83,312.44,237,16.86,18,312.05,386.71,399.16
INV0066,2024-10-07,MediSupply Co,Metformin 500mg,BATCH3683,05/2028,157.95,139.54,237,15.29,12,288.07,144.29,367.42
INV0066,2024-04-19,HealthCare Ltd,Vitamin D3 1000IU,BATCH8567,09/2028,476.4,119.78,36,14.69,12,350.24,170.65,173.89
INV0066,2024-11-01,MediSupply Co,Amoxicillin 250mg,BATCH4901,02/2028,499.73,30.58,380,32.35,18,294.79,383.0,319.32
INV0067,2024-08-09,Global Drugs,Aspirin 75mg,BATCH1086,01/2027,291.64,84.13,127,47.36,5,331.55,182.19,377.29
INV0067,2024-06-15,ABC Pharma,Metformin 500mg,BATCH5614,09/2028,330.82,199.9,120,47.45,18,439.85,431.4,300.21
INV0067,2024-01-20,MediSupply Co,Azithromycin 500mg,BATCH6140,12/2026,395.25,369.85,497,31.31,5,231.31,410.72,493.8
INV0067,2024-01-26,MediSupply Co,Metformin 500mg,BATCH9663,09/2028,131.83,284.31,326,8.32,18,347.21,98.9,61.68
INV0067,2024-04-30,MediSupply Co,Cetirizine 10mg,BATCH3920,10/2028,106.8,399.73,137,13.38,12,419.08,87.65,163.48
INV0067,2024-12-10,HealthCare Ltd,Vitamin D3 1000IU,BATCH9022,02/2027,174.92,113.62,15,42.72,12,343.73,78.15,296.52
INV0067,2024-03-18,ABC Pharma,Amoxicillin 250mg,BATCH7375,08/2027,371.98,167.61,274,13.17,5,406.02,226.18,361.19
INV0067,2024-12-26,MediSupply Co,Vitamin D3 1000IU,BATCH4499,10/2028,324.66,38.51,216,11.13,5,405.67,166.57,173.15
INV0067,2024-12-04,Global Drugs,Paracetamol 500mg,BATCH7045,03/2028,172.39,137.53,479,20.55,5,340.25,328.32,232.69
INV0067,2024-10-23,Global Drugs,Aspirin 75mg,BATCH1251,08/2027,150.37,193.45,103,9.65,12,290.32,205.33,335.82
INV0068,2024-06-09,HealthCare Ltd,Ibuprofen 400mg,BATCH4585,02/2027,481.33,297.69,419,32.97,12,377.4,151.91,300.68
INV0068,2024-08-28,MediSupply Co,Amoxicillin 250mg,BATCH5085,12/2026,321.16,49.0,203,17.21,18,111.32,263.57,80.46
INV0068,2024-09-01,MediSupply Co,Aspirin 75mg,BATCH7033,07/2028,451.94,297.26,447,41.02,12,180.6,365.96,467.65
INV0068,2024-08-24,ABC Pharma,Calcium 500mg,BATCH3975,09/2028,187.95,348.06,331,32.67,18,256.9,427.45,302.62
INV0068,2024-09-12,ABC Pharma,Vitamin D3 1000IU,BATCH5220,02/2027,480.22,206.21,311,29.77,18,420.23,433.74,142.31
INV0068,2024-07-17,ABC Pharma,Paracetamol 500mg,BATCH6770,08/2028,469.94,132.95,299,20.77,5,425.42,320.12,460.2
INV0068,2024-06-29,HealthCare Ltd,Calcium 500mg,BATCH8957,12/2027,342.58,101.37,438,47.21,18,301.12,209.71,348.95
INV0068,2024-09-17,XYZ Medical,Aspirin 75mg,BATCH6031,11/2026,287.95,57.68,58,19.32,12,270.81,387.31,112.43
INV0068,2024-08-20,MediSupply Co,Cetirizine 10mg,BATCH3550,08/2027,71.51,337.18,450,30.51,18,297.98,420.36,248.63
INV0068,2024-01-04,MediSupply Co,Ibuprofen 400mg,BATCH9509,08/2028,471.02,276.9,334,26.27,5,426.18,253.62,136.35
INV0069,2024-12-17,HealthCare Ltd,Metformin 500mg,BATCH5767,03/2028,111.94,38.76,160,25.76,12,305.88,356.17,426.08
INV0069,2024-07-16,MediSupply Co,Ibuprofen 400mg,BATCH1837,10/2027,347.06,75.98,277,39.23,5,152.07,140.23,410.99
INV0069,2024-01-04,XYZ Medical,Omeprazole 20mg,BATCH8532,03/2027,232.8,260.91,395,39.76,12,365.92,300.2,382.75
INV0069,2024-08-04,HealthCare Ltd,Paracetamol 500mg,BATCH8457,03/2028,260.81,381.95,61,5.72,5,113.42,338.1,381.16
INV0069,2024-06-26,XYZ Medical,Omeprazole 20mg,BATCH2077,06/2028,198.89,127.51,94,11.34,5,99.23,324.41,318.01
INV0069,2024-07-02,Global Drugs,Metformin 500mg,BATCH6940,08/2028,55.22,283.32,430,27.8,12,316.61,45.2,126.9
INV0069,2024-01-26,ABC Pharma,Cetirizine 10mg,BATCH9790,07/2028,434.57,256.44,233,25.43,12,447.49,170.37,491.85
INV0069,2024-12-10,XYZ Medical,Vitamin D3 1000IU,BATCH1953,04/2027,162.09,197.87,38,2.62,5,378.52,346.99,185.47
INV0069,2024-03-10,HealthCare Ltd,Cetirizine 10mg,BATCH5119,11/2026,168.39,167.89,223,30.96,18,313.77,388.37,194.62
INV0069,2024-09-08,HealthCare Ltd,Paracetamol 500mg,BATCH9401,12/2026,416.75,242.76,347,40.67,5,370.92,163.22,437.53
INV0070,2024-02-11,ABC Pharma,Omeprazole 20mg,BATCH5614,12/2027,263.09,110.58,240,4.26,18,431.62,282.93,428.71
INV0070,2024-01-10,MediSupply Co,Amoxicillin 250mg,BATCH7943,03/2028,370.12,312.03,422,23.55,18,335.17,134.28,165.64
INV0070,2024-08-12,MediSupply Co,Azithromycin 500mg,BATCH3202,01/2027,389.84,289.55,394,21.92,5,183.17,363.61,462.07
INV0070,2024-06-11,MediSupply Co,Aspirin 75mg,BATCH4008,11/2027,178.02,281.59,321,32.32,12,180.99,132.96,228.4
INV0070,2024-04-22,MediSupply Co,Paracetamol 500mg,BATCH6206,03/2027,210.52,50.06,14,15.61,12,428.31,179.5,314.7
INV0070,2024-01-25,HealthCare Ltd,Vitamin D3 1000IU,BATCH6404,09/2027,232.41,330.77,173,5.53,5,180.7,400.05,251.01
INV0070,2024-10-08,ABC Pharma,Ibuprofen 400mg,BATCH7957,10/2028,109.44,60.12,219,32.61,18,177.44,222.46,179.5
INV0070,2024-11-22,MediSupply Co,Azithromycin 500mg,BATCH6830,01/2028,341.6,337.96,171,22.44,18,314.46,323.45,110.22
INV0070,2024-05-26,Global Drugs,Aspirin 75mg,BATCH5728,09/2027,58.7,89.82,114,9.21,5,256.83,448.47,86.92
INV0070,2024-06-06,ABC Pharma,Omeprazole 20mg,BATCH7471,06/2028,209.94,286.64,446,20.35,12,387.85,90.09,78.2
INV0071,2024-06-15,Global Drugs,Ibuprofen 400mg,BATCH2057,10/2028,233.73,374.05,126,6.5,12,73.84,368.53,181.18
INV0071,2024-06-14,XYZ Medical,Metformin 500mg,BATCH1677,10/2028,446.81,35.33,46,25.49,5,384.64,59.89,50.98
INV0071,2024-03-30,XYZ Medical,Metformin 500mg,BATCH9158,03/2027,326.64,249.86,220,25.22,5,258.86,356.54,289.36
INV0071,2024-04-21,Global Drugs,Paracetamol 500mg,BATCH2747,10/2027,171.53,199.69,397,21.79,12,292.36,205.43,301.02
INV0071,2024-11-19,MediSupply Co,Calcium 500mg,BATCH4158,03/2028,63.39,62.93,212,43.8,12,376.95,187.3,139.97
INV0071,2024-05-07,XYZ Medical,Vitamin D3 1000IU,BATCH2752,01/2027,63.91,263.34,202,45.74,12,255.01,287.0,399.8
INV0071,2024-03-20,MediSupply Co,Amoxicillin 250mg,BATCH1277,06/2028,311.84,85.35,213,21.86,5,179.78,350.85,54.35
INV0071,2024-07-12,HealthCare Ltd,Aspirin 75mg,BATCH1508,09/2028,491.26,96.25,165,24.38,18,430.17,237.33,253.2
INV0071,2024-05-04,XYZ Medical,Omeprazole 20mg,BATCH1109,04/2028,126.54,371.66,363,24.86,18,235.74,197.45,448.22
INV0071,2024-05-19,MediSupply Co,Omeprazole 20mg,BATCH7043,05/2028,350.29,168.72,449,0.66,5,443.95,85.65,439.46
INV0072,2024-12-21,MediSupply Co,Cetirizine 10mg,BATCH1138,04/2027,84.84,193.6,23,14.93,12,175.16,123.09,266.62
INV0072,2024-01-13,XYZ Medical,Metformin 500mg,BATCH3206,11/2027,268.73,112.79,475,39.73,12,60.78,336.04,248.57
INV0072,2024-11-02,XYZ Medical,Calcium 500mg,BATCH1749,02/2027,398.87,116.11,57,26.64,18,173.09,188.19,74.48
INV0072,2024-09-13,Global Drugs,Omeprazole 20mg,BATCH9723,03/2027,371.11,101.57,189,32.36,12,232.33,111.28,402.36
INV0072,2024-03-01,MediSupply Co,Ibuprofen 400mg,BATCH5936,04/2028,478.81,298.32,487,6.79,5,345.08,276.28,230.85
INV0072,2024-09-06,ABC Pharma,Cetirizine 10mg,BATCH4905,08/2027,84.73,222.36,355,26.43,12,248.39,243.63,110.45
INV0072,2024-12-12,XYZ Medical,Cetirizine 10mg,BATCH7995,06/2028,167.47,58.41,237,13.99,12,404.58,415.23,223.12
INV0072,2024-09-27,XYZ Medical,Ibuprofen 400mg,BATCH2367,11/2026,250.69,281.82,213,9.55,18,267.91,407.5,353.42
INV0072,2024-02-08,XYZ Medical,Aspirin 75mg,BATCH7947,10/2028,180.13,151.04,104,21.36,18,422.9,209.1,383.19
INV0072,2024-10-28,Global Drugs,Cetirizine 10mg,BATCH9625,08/2027,166.31,374.15,172,5.22,18,128.4,404.72,268.87
INV0073,2024-07-12,MediSupply Co,Calcium 500mg,BATCH3564,06/2027,117.97,396.39,39,34.82,18,203.46,417.67,164.38
INV0073,2024-12-24,ABC Pharma,Calcium 500mg,BATCH1923,03/2028,319.92,181.88,365,24.42,12,417.37,101.71,100.32
INV0073,2024-01-11,XYZ Medical,Omeprazole 20mg,BATCH7117,08/2028,276.04,114.26,350,33.97,18,271.32,261.12,342.38
INV0073,2024-05-10,Global Drugs,Paracetamol 500mg,BATCH1547,10/2028,204.21,295.08,55,22.54,5,49.07,90.84,146.45
INV0073,2024-02-03,XYZ Medical,Ibuprofen 400mg,BATCH7959,04/2027,127.15,39.78,17,15.06,12,238.12,68.75,280.24
INV0073,2024-09-03,MediSupply Co,Metformin 500mg,BATCH5673,07/2027,113.44,270.23,402,39.35,5,179.41,153.71,442.39
INV0073,2024-07-18,HealthCare Ltd,Amoxicillin 250mg,BATCH9541,11/2027,438.79,310.31,193,22.8,18,358.37,352.37,180.75
INV0073,2024-06-23,Global Drugs,Ibuprofen 400mg,BATCH6732,09/2027,420.78,251.44,417,18.0,12,422.5,347.69,116.53
INV0073,2024-01-17,XYZ Medical,Azithromycin 500mg,BATCH9178,08/2028,149.61,96.05,123,41.05,12,149.94,342.26,474.93
INV0073,2024-05-06,XYZ Medical,Omeprazole 20mg,BATCH5550,01/2027,367.44,240.57,475,26.77,18,442.59,63.45,296.66
INV0074,2024-05-23,Global Drugs,Calcium 500mg,BATCH3957,05/2027,260.95,344.67,416,47.87,12,216.2,349.92,90.37
INV0074,2024-05-06,ABC Pharma,Omeprazole 20mg,BATCH6097,09/2028,120.85,87.12,355,45.85,12,61.01,93.82,347.97
INV0074,2024-01-14,ABC Pharma,Vitamin D3 1000IU,BATCH6514,08/2027,299.88,208.92,358,15.01,18,104.43,290.85,122.25
INV0074,2024-12-12,MediSupply Co,Calcium 500mg,BATCH4540,07/2027,290.32,337.3,260,8.22,5,337.26,465.92,256.3
INV0074,2024-03-26,ABC Pharma,Cetirizine 10mg,BATCH6712,09/2028,372.86,82.01,476,47.3,18,349.27,82.23,58.22
INV0074,2024-05-18,XYZ Medical,Vitamin D3 1000IU,BATCH7534,09/2027,369.5,355.64,226,17.93,5,349.84,183.3,189.55
INV0074,2024-09-19,XYZ Medical,Omeprazole 20mg,BATCH5518,12/2027,116.92,246.14,242,3.97,12,79.7,368.01,244.34
INV0074,2024-10-17,MediSupply Co,Calcium 500mg,BATCH8984,09/2027,391.02,307.76,110,3.77,5,126.25,408.61,256.99
INV0074,2024-09-06,MediSupply Co,Paracetamol 500mg,BATCH1311,09/2028,347.89,224.44,301,32.62,18,183.23,307.78,245.98
INV0074,2024-07-11,ABC Pharma,Ibuprofen 400mg,BATCH6865,08/2027,139.73,284.32,465,21.3,18,321.63,290.97,498.52
INV0075,2024-12-25,Global Drugs,Aspirin 75mg,BATCH6082,08/2027,89.42,248.37,200,47.49,12,52.62,153.48,78.67
INV0075,2024-07-08,XYZ Medical,Aspirin 75mg,BATCH3242,09/2027,457.86,142.54,130,37.77,12,356.55,143.9,307.04
INV0075,2024-03-11,Global Drugs,Cetirizine 10mg,BATCH4135,03/2028,287.71,127.07,349,2.55,18,262.2,315.92,407.5
INV0075,2024-09-29,ABC Pharma,Aspirin 75mg,BATCH2433,11/2027,92.23,126.83,324,13.92,18,368.87,438.85,272.79
INV0075,2024-04-18,Global Drugs,Azithromycin 500mg,BATCH5271,05/2027,141.81,300.88,485,5.06,12,232.13,304.54,268.27
INV0075,2024-01-05,ABC Pharma,Amoxicillin 250mg,BATCH8827,12/2027,346.36,302.49,497,45.89,18,101.52,138.03,70.38
INV0075,2024-05-16,MediSupply Co,Ibuprofen 400mg,BATCH6025,10/2027,238.71,56.33,489,4.83,12,247.67,438.44,220.71
INV0075,2024-02-11,ABC Pharma,Paracetamol 500mg,BATCH2836,12/2027,307.43,307.18,134,17.63,12,109.07,281.95,250.11
INV0075,2024-06-24,ABC Pharma,Aspirin 75mg,BATCH8802,12/2026,147.0,350.38,285,33.74,5,140.02,255.53,326.18
INV0075,2024-01-08,HealthCare Ltd,Paracetamol 500mg,BATCH5609,01/2028,100.91,330.52,65,42.77,5,227.86,189.55,383.87
INV0076,2024-03-04,HealthCare Ltd,Vitamin D3 1000IU,BATCH2950,05/2027,107.66,123.14,460,6.09,18,324.31,175.04,425.84
INV0076,2024-07-02,HealthCare Ltd,Vitamin D3 1000IU,BATCH3697,08/2027,377.51,397.34,471,37.83,18,360.39,271.17,223.23
INV0076,2024-01-21,XYZ Medical,Ibuprofen 400mg,BATCH6634,12/2026,481.52,364.96,215,16.63,12,214.37,353.03,360.53
INV0076,2024-08-03,HealthCare Ltd,Aspirin 75mg,BATCH3744,03/2027,201.25,162.55,352,45.56,12,263.12,171.32,355.38
INV0076,2024-02-16,Global Drugs,Azithromycin 500mg,BATCH2319,12/2026,424.54,145.46,425,37.82,12,441.43,372.95,175.18
INV0076,2024-07-23,HealthCare Ltd,Cetirizine 10mg,BATCH7808,08/2028,155.4,248.43,358,17.27,12,166.68,163.94,327.8
INV0076,2024-08-26,XYZ Medical,Omeprazole 20mg,BATCH1805,03/2027,194.69,318.5,169,18.54,5,219.74,243.18,350.65
INV0076,2024-07-18,MediSupply Co,Azithromycin 500mg,BATCH7876,12/2026,96.02,386.19,248,47.36,18,267.49,458.96,95.67
INV0076,2024-01-31,MediSupply Co,Amoxicillin 250mg,BATCH3875,01/2028,140.99,122.21,433,28.54,18,321.35,265.46,236.36
INV0076,2024-03-28,MediSupply Co,Omeprazole 20mg,BATCH6228,06/2027,154.38,227.93,118,28.13,5,216.6,191.48,226.52
INV0077,2024-07-06,HealthCare Ltd,Azithromycin 500mg,BATCH9209,01/2027,357.53,220.52,367,18.67,5,97.73,258.53,311.89
INV0077,2024-03-11,HealthCare Ltd,Calcium 500mg,BATCH3126,06/2028,304.11,76.13,451,17.58,12,118.72,294.48,462.52
INV0077,2024-09-28,HealthCare Ltd,Cetirizine 10mg,BATCH4340,10/2027,309.77,92.27,320,23.57,12,74.83,311.43,138.87
INV0077,2024-05-08,MediSupply Co,Paracetamol 500mg,BATCH1849,07/2028,218.48,389.2,163,10.65,18,132.8,460.96,199.39
INV0077,2024-06-22,ABC Pharma,Azithromycin 500mg,BATCH7050,11/2026,348.24,280.11,262,34.87,18,63.18,422.68,161.88
INV0077,2024-02-20,MediSupply Co,Amoxicillin 250mg,BATCH6831,01/2028,361.9,329.2,203,38.57,5,410.32,50.68,150.7
INV0077,2024-12-13,XYZ Medical,Vitamin D3 1000IU,BATCH5329,09/2028,499.63,226.61,107,37.29,18,335.22,140.78,105.06
INV0077,2024-04-11,Global Drugs,Calcium 500mg,BATCH8171,02/2027,270.08,216.52,343,4.23,5,294.13,155.43,464.12
INV0077,2024-04-19,ABC Pharma,Calcium 500mg,BATCH7822,01/2028,146.46,54.25,432,0.62,5,339.03,299.43,149.9
INV0077,2024-06-24,Global Drugs,Vitamin D3 1000IU,BATCH9307,02/2028,424.79,384.26,89,1.57,12,253.1,413.65,52.31
INV0078,2024-07-31,Global Drugs,Omeprazole 20mg,BATCH6403,11/2027,338.25,359.08,477,25.46,12,84.39,152.36,305.44
INV0078,2024-09-21,XYZ Medical,Paracetamol 500mg,BATCH7405,11/2026,226.94,251.58,90,12.94,12,180.01,105.94,281.84
INV0078,2024-04-08,MediSupply Co,Aspirin 75mg,BATCH3679,06/2027,495.65,252.58,62,9.63,18,60.24,309.51,495.43
INV0078,2024-03-27,XYZ Medical,Calcium 500mg,BATCH5101,09/2028,88.18,269.3,281,10.19,18,129.23,475.19,82.03
INV0078,2024-04-13,XYZ Medical,Amoxicillin 250mg,BATCH6473,01/2028,155.49,84.19,383,44.73,18,390.19,318.05,222.79
INV0078,2024-08-06,Global Drugs,Amoxicillin 250mg,BATCH8825,04/2027,102.59,387.01,218,14.54,5,412.06,217.55,460.74
INV0078,2024-08-23,Global Drugs,Ibuprofen 400mg,BATCH1715,09/2027,335.14,182.41,290,5.55,5,198.01,468.77,296.28
INV0078,2024-04-16,ABC Pharma,Azithromycin 500mg,BATCH1794,01/2028,97.46,95.94,417,43.85,18,374.96,211.66,118.56
INV0078,2024-01-18,HealthCare Ltd,Ibuprofen 400mg,BATCH5861,12/2026,237.27,128.0,24,22.75,12,223.63,408.98,87.04
INV0078,2024-12-12,ABC Pharma,Aspirin 75mg,BATCH6918,04/2028,179.63,291.22,366,45.57,5,50.38,415.1,319.62
